temperature,rainfall,humidity,soil_moisture,forecast_rainfall,historical_rainfall,historical_temperature,crop_type,soil_type,water_availability,drought_risk,flood_risk,heat_risk,extreme_rainfall_risk
32.8,0.0,60.8,18.0,0.5,30.4,33.2,Maize,Red Soil,Adequate,0,0,0,0
38.9,0.0,57.5,18.0,0.7,81.7,41.9,Mustard,Red Soil,Adequate,0,0,1,0
19.5,0.0,64.2,30.9,0.0,80.7,20.9,Maize,Clayey Loam,Adequate,0,0,0,0
34.6,1.6,78.1,46.1,45.9,225.6,31.3,Pulses,Clayey Loam,Saturated,0,1,0,0
28.6,0.0,56.1,29.7,2.0,31.2,29.9,Mustard,Red Soil,Adequate,0,0,0,0
36.8,0.3,64.4,13.4,3.5,9.4,38.2,Wheat,Red Soil,Critical Deficit,1,0,1,0
28.3,0.0,56.3,24.2,0.2,40.9,27.0,Maize,Clayey Loam,Adequate,0,0,0,0
31.0,22.3,86.7,18.2,11.3,76.6,30.0,Maize,Sandy Loam,Low / Moderate Deficit,1,0,0,0
36.1,0.0,26.8,28.3,0.2,37.0,36.3,Sugarcane,Sandy Loam,Adequate,0,0,0,0
35.4,0.0,45.2,49.4,4.0,204.5,36.5,Pulses,Clayey Loam,Saturated,0,0,0,0
23.3,0.0,48.7,12.9,1.4,11.5,24.4,Cotton,Alluvial Soil,Critical Deficit,1,0,0,0
31.6,0.0,41.6,32.5,2.7,84.1,31.7,Wheat,Red Soil,Low / Moderate Deficit,0,0,0,0
19.9,45.5,66.8,29.8,11.2,59.3,19.3,Pulses,Clayey Loam,Low / Moderate Deficit,0,0,0,1
29.1,0.0,55.1,20.0,2.3,69.3,30.6,Maize,Red Soil,Adequate,0,0,0,0
29.4,0.0,71.0,31.8,28.8,75.0,30.2,Maize,Black Soil,Low / Moderate Deficit,0,0,0,0
26.3,0.0,60.6,22.3,4.1,26.9,27.1,Cotton,Clayey Loam,Adequate,0,0,0,0
38.1,0.0,85.6,18.5,6.4,24.5,40.5,Cotton,Red Soil,Low / Moderate Deficit,1,0,1,0
24.8,53.1,49.1,30.3,28.8,52.4,24.3,Maize,Black Soil,Low / Moderate Deficit,0,0,0,1
31.2,0.0,55.0,20.9,3.9,72.8,30.9,Cotton,Alluvial Soil,Adequate,0,0,0,0
25.7,0.0,60.1,16.0,22.7,12.7,24.3,Mustard,Red Soil,Critical Deficit,1,0,0,0
32.4,0.0,86.8,13.9,34.1,8.6,35.2,Cotton,Black Soil,Critical Deficit,1,0,0,0
19.7,0.0,49.1,45.9,1.6,114.5,22.4,Wheat,Sandy Loam,Saturated,0,0,0,0
26.3,0.0,48.3,27.6,1.0,71.6,26.4,Mustard,Red Soil,Adequate,0,0,0,0
30.0,0.0,46.3,30.2,3.7,46.6,31.4,Soybean,Alluvial Soil,Adequate,0,0,0,0
33.5,42.5,62.3,18.3,1.4,60.7,32.0,Soybean,Red Soil,Adequate,0,0,0,0
32.9,0.0,78.6,25.0,67.6,65.6,34.8,Wheat,Alluvial Soil,Low / Moderate Deficit,0,0,0,1
27.3,8.0,23.8,22.0,3.6,2.8,29.0,Soybean,Sandy Loam,Critical Deficit,0,0,0,0
27.4,0.0,68.3,16.1,2.0,14.7,28.8,Maize,Red Soil,Critical Deficit,1,0,0,0
29.8,0.0,36.5,29.3,3.2,34.9,30.1,Maize,Clayey Loam,Low / Moderate Deficit,0,0,0,0
33.9,0.0,36.8,38.4,0.6,36.2,32.7,Cotton,Red Soil,Low / Moderate Deficit,0,0,0,0
33.5,0.0,16.8,11.7,1.5,9.1,33.2,Wheat,Red Soil,Critical Deficit,1,0,0,0
27.9,0.0,41.2,28.8,6.1,83.2,28.3,Soybean,Clayey Loam,Adequate,0,0,0,0
23.1,0.0,61.8,22.3,4.0,51.3,23.1,Wheat,Alluvial Soil,Adequate,0,0,0,0
25.5,0.0,74.1,38.7,58.4,78.6,28.8,Maize,Red Soil,Low / Moderate Deficit,0,0,0,1
32.8,0.0,54.2,23.4,2.8,47.7,31.9,Pulses,Red Soil,Low / Moderate Deficit,0,0,0,0
24.9,0.0,49.6,23.7,2.9,62.4,26.2,Wheat,Sandy Loam,Low / Moderate Deficit,0,0,0,0
21.8,0.0,49.3,18.0,5.9,70.3,20.3,Cotton,Red Soil,Adequate,0,0,0,0
23.7,0.0,53.6,47.5,3.3,136.8,23.2,Sugarcane,Clayey Loam,Saturated,0,0,0,0
23.9,0.0,47.2,18.0,5.8,76.0,25.0,Maize,Red Soil,Adequate,0,0,0,0
39.5,0.0,74.8,30.4,63.2,58.2,40.0,Sugarcane,Clayey Loam,Adequate,0,0,1,1
29.3,0.0,56.7,15.3,3.2,2.1,27.5,Soybean,Black Soil,Critical Deficit,1,0,0,0
36.8,0.0,89.3,32.6,8.2,69.5,36.2,Pulses,Clayey Loam,Adequate,0,0,0,0
27.0,0.0,32.0,25.5,4.4,79.3,29.0,Paddy,Sandy Loam,Low / Moderate Deficit,0,0,0,0
32.1,0.0,92.7,32.1,2.1,62.6,33.3,Pulses,Black Soil,Adequate,0,0,0,0
24.9,13.9,85.4,12.6,44.8,4.2,23.7,Mustard,Sandy Loam,Critical Deficit,1,0,0,1
25.6,0.0,67.0,18.0,2.8,78.4,25.6,Sugarcane,Red Soil,Adequate,0,0,0,0
32.0,0.0,51.2,28.8,2.8,69.8,30.2,Paddy,Clayey Loam,Adequate,0,0,0,0
36.3,0.0,50.3,22.9,2.5,58.9,36.6,Maize,Red Soil,Adequate,0,0,0,0
21.6,0.0,69.4,36.5,6.2,46.1,20.2,Pulses,Black Soil,Adequate,0,0,0,0
27.4,0.0,66.0,48.3,8.3,110.2,25.6,Sugarcane,Red Soil,Saturated,0,0,0,0
28.2,0.0,85.5,31.5,20.3,40.0,28.6,Pulses,Red Soil,Adequate,0,0,0,0
25.4,5.6,55.2,55.9,0.6,140.0,26.0,Pulses,Alluvial Soil,Saturated,0,0,0,0
34.0,10.3,52.4,32.0,3.1,60.5,33.6,Paddy,Red Soil,Adequate,0,0,0,0
30.7,0.0,64.3,25.9,1.7,65.9,31.9,Maize,Clayey Loam,Adequate,0,0,0,0
30.2,0.0,98.0,33.1,5.8,46.4,31.3,Paddy,Black Soil,Low / Moderate Deficit,0,0,0,0
34.7,0.0,61.6,13.5,2.2,12.7,31.1,Pulses,Alluvial Soil,Critical Deficit,1,0,0,0
20.9,0.0,43.1,12.9,2.1,11.6,20.0,Cotton,Alluvial Soil,Critical Deficit,1,0,0,0
24.8,0.0,45.7,23.7,4.5,40.9,27.0,Wheat,Sandy Loam,Adequate,0,0,0,0
36.2,0.0,58.2,44.6,3.2,21.3,37.5,Wheat,Black Soil,Adequate,0,0,0,0
29.5,0.0,48.7,27.4,2.6,42.4,30.2,Soybean,Black Soil,Adequate,0,0,0,0
28.3,0.0,43.8,16.7,0.3,13.2,27.8,Maize,Alluvial Soil,Critical Deficit,1,0,0,0
27.4,0.0,65.9,26.8,1.8,81.8,28.3,Mustard,Sandy Loam,Low / Moderate Deficit,0,0,0,0
40.1,0.0,49.5,14.0,0.6,2.7,38.9,Cotton,Alluvial Soil,Critical Deficit,1,0,1,0
36.9,0.0,89.3,45.0,9.4,213.2,36.9,Soybean,Clayey Loam,Saturated,0,0,0,0
28.9,0.0,62.9,35.0,12.7,36.0,30.0,Pulses,Black Soil,Low / Moderate Deficit,0,0,0,0
25.1,0.0,19.7,23.0,3.7,54.4,26.0,Maize,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
37.6,0.1,65.8,29.9,3.9,63.0,40.1,Cotton,Black Soil,Adequate,0,0,0,0
25.7,0.0,49.5,19.0,1.3,58.5,25.1,Sugarcane,Alluvial Soil,Adequate,0,0,0,0
19.4,0.0,51.0,49.4,0.4,187.1,19.5,Paddy,Red Soil,Saturated,0,0,0,0
28.5,0.0,61.8,17.2,1.8,2.1,28.5,Paddy,Sandy Loam,Critical Deficit,1,0,0,0
39.6,26.0,61.3,35.2,1.8,32.5,39.4,Paddy,Alluvial Soil,Adequate,0,0,1,0
29.1,0.0,85.5,18.0,62.3,76.4,28.4,Paddy,Sandy Loam,Adequate,0,0,0,1
31.4,3.0,69.9,12.7,0.9,12.0,30.9,Cotton,Black Soil,Critical Deficit,1,0,0,0
33.7,0.0,29.2,56.8,0.9,105.0,34.3,Soybean,Alluvial Soil,Saturated,0,0,0,0
28.8,0.0,47.3,31.7,1.3,48.9,29.2,Wheat,Black Soil,Adequate,0,0,0,0
24.0,0.0,43.8,23.9,2.4,69.8,22.7,Cotton,Red Soil,Low / Moderate Deficit,0,0,0,0
37.2,0.0,44.0,28.4,1.6,71.1,38.2,Pulses,Clayey Loam,Adequate,0,0,0,0
20.1,0.0,58.4,18.0,4.0,40.2,20.4,Paddy,Clayey Loam,Adequate,0,0,0,0
33.8,0.0,98.0,54.0,1.9,117.4,35.4,Paddy,Clayey Loam,Saturated,0,0,0,0
25.9,0.0,33.4,18.9,0.8,63.4,29.7,Paddy,Sandy Loam,Adequate,0,0,0,0
36.8,0.0,64.8,31.8,0.5,68.0,35.5,Pulses,Red Soil,Low / Moderate Deficit,0,0,0,0
34.8,0.0,62.3,19.5,0.5,1.3,33.9,Sugarcane,Sandy Loam,Critical Deficit,1,0,0,0
29.6,0.0,51.4,28.7,1.1,40.3,29.7,Soybean,Clayey Loam,Adequate,0,0,0,0
29.1,0.0,85.1,20.2,10.5,84.0,30.2,Soybean,Red Soil,Adequate,0,0,0,0
31.2,23.3,58.2,10.4,12.0,4.8,31.5,Sugarcane,Clayey Loam,Critical Deficit,1,0,0,0
24.2,0.0,49.6,16.4,1.9,4.4,25.6,Soybean,Clayey Loam,Critical Deficit,1,0,0,0
31.6,0.0,38.7,10.6,5.5,1.3,33.5,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
22.4,0.0,48.0,19.4,5.2,29.4,22.9,Sugarcane,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
40.7,0.0,53.0,18.4,6.7,2.0,42.3,Mustard,Alluvial Soil,Critical Deficit,1,0,1,0
32.5,27.4,54.2,31.8,23.9,70.9,31.1,Paddy,Red Soil,Low / Moderate Deficit,0,0,0,0
35.4,0.0,89.2,18.0,55.3,79.0,35.6,Wheat,Red Soil,Adequate,0,0,0,1
28.8,0.0,83.9,13.1,0.1,10.3,28.3,Cotton,Alluvial Soil,Critical Deficit,1,0,0,0
21.3,0.0,57.1,25.2,0.2,60.2,23.0,Wheat,Sandy Loam,Adequate,0,0,0,0
34.7,0.0,51.4,18.0,0.1,41.4,36.4,Sugarcane,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
23.0,0.0,38.6,32.3,3.2,78.8,25.2,Cotton,Red Soil,Low / Moderate Deficit,0,0,0,0
32.5,0.0,49.7,35.2,3.3,34.9,31.3,Pulses,Sandy Loam,Adequate,0,0,0,0
36.2,0.0,58.4,9.7,1.0,14.4,33.8,Wheat,Sandy Loam,Critical Deficit,1,0,0,0
30.2,0.0,79.6,25.9,20.7,20.9,29.2,Soybean,Sandy Loam,Adequate,0,0,0,0
32.1,0.0,57.2,57.3,1.1,170.2,33.1,Paddy,Clayey Loam,Saturated,0,0,0,0
23.0,1.3,51.5,52.3,0.6,221.0,22.7,Sugarcane,Alluvial Soil,Saturated,0,0,0,0
27.5,0.0,46.9,11.6,6.5,10.0,29.7,Maize,Clayey Loam,Critical Deficit,1,0,0,0
44.6,0.0,58.6,46.1,3.8,240.8,45.1,Paddy,Red Soil,Saturated,0,0,1,0
25.3,0.0,18.4,16.3,3.3,12.4,28.5,Mustard,Sandy Loam,Critical Deficit,1,0,0,0
30.5,0.0,69.7,18.0,4.4,58.5,31.1,Mustard,Red Soil,Adequate,0,0,0,0
32.4,1.6,67.6,18.4,3.2,2.2,30.5,Soybean,Clayey Loam,Critical Deficit,1,0,0,0
27.2,0.0,55.5,34.4,1.5,70.6,28.5,Maize,Black Soil,Adequate,0,0,0,0
23.5,0.0,55.6,21.1,2.5,24.3,26.0,Soybean,Sandy Loam,Adequate,0,0,0,0
37.3,0.0,43.8,35.0,0.8,54.0,39.0,Pulses,Sandy Loam,Adequate,0,0,0,0
28.3,0.0,43.2,22.9,2.7,66.1,29.8,Sugarcane,Sandy Loam,Adequate,0,0,0,0
36.3,0.0,30.6,29.7,0.9,30.4,37.8,Mustard,Sandy Loam,Adequate,0,0,0,0
25.5,0.0,66.7,16.6,1.3,3.3,28.2,Sugarcane,Red Soil,Critical Deficit,1,0,0,0
38.9,0.0,28.8,40.1,3.5,34.1,38.2,Sugarcane,Black Soil,Low / Moderate Deficit,0,0,1,0
30.2,0.0,35.0,29.8,4.3,57.6,28.7,Paddy,Sandy Loam,Adequate,0,0,0,0
26.4,0.0,84.8,25.2,78.5,34.2,25.8,Cotton,Red Soil,Low / Moderate Deficit,0,0,0,1
19.7,0.0,94.0,22.8,6.5,83.4,19.4,Mustard,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
25.5,0.0,89.1,30.2,8.1,20.8,27.7,Sugarcane,Sandy Loam,Adequate,0,0,0,0
34.5,10.3,37.9,21.0,61.1,80.1,36.0,Mustard,Clayey Loam,Adequate,0,0,0,1
42.2,0.0,52.5,24.1,0.6,79.3,40.1,Wheat,Red Soil,Adequate,0,0,1,0
34.1,0.0,45.2,15.7,2.1,9.4,35.5,Paddy,Red Soil,Critical Deficit,1,0,0,0
42.2,24.0,86.3,14.3,32.4,9.3,40.9,Sugarcane,Clayey Loam,Critical Deficit,1,0,1,0
33.0,0.0,68.1,14.1,1.2,11.1,33.9,Soybean,Black Soil,Critical Deficit,1,0,0,0
38.1,64.5,77.7,26.4,23.9,59.2,36.5,Maize,Red Soil,Adequate,0,0,1,1
35.6,0.0,41.1,18.5,3.5,54.8,36.7,Paddy,Clayey Loam,Adequate,0,0,0,0
26.3,0.0,67.3,18.0,1.2,76.3,26.0,Wheat,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
23.9,81.3,63.6,52.3,32.3,155.9,23.6,Wheat,Black Soil,Saturated,0,1,0,1
23.9,0.0,40.2,23.9,2.1,43.4,24.5,Soybean,Sandy Loam,Adequate,0,0,0,0
26.9,0.0,69.3,14.7,4.3,0.3,27.3,Cotton,Red Soil,Critical Deficit,1,0,0,0
21.7,21.6,67.3,44.5,32.0,65.9,19.1,Paddy,Black Soil,Low / Moderate Deficit,0,1,0,0
22.7,0.0,49.9,18.0,1.8,36.4,26.0,Sugarcane,Alluvial Soil,Adequate,0,0,0,0
34.9,3.3,89.9,18.3,26.9,23.8,33.6,Mustard,Sandy Loam,Adequate,0,0,0,0
33.8,6.6,42.1,22.8,1.5,20.7,35.5,Pulses,Sandy Loam,Low / Moderate Deficit,0,0,0,0
27.2,0.0,51.5,11.1,4.7,1.4,27.6,Pulses,Red Soil,Critical Deficit,1,0,0,0
32.5,8.4,60.2,33.4,8.1,65.4,33.9,Paddy,Black Soil,Adequate,0,0,0,0
30.2,0.0,68.2,32.1,0.6,62.4,32.8,Sugarcane,Clayey Loam,Low / Moderate Deficit,0,0,0,0
22.0,5.8,67.7,19.3,3.7,4.4,22.5,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
25.1,0.0,56.2,18.4,9.4,32.3,23.3,Mustard,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
24.7,0.0,28.4,33.2,1.6,73.3,24.7,Mustard,Red Soil,Adequate,0,0,0,0
30.7,27.8,54.1,33.4,61.0,65.9,30.6,Sugarcane,Red Soil,Adequate,0,0,0,1
24.7,0.0,53.2,28.0,1.3,78.7,24.7,Wheat,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
23.0,43.3,68.5,47.2,0.3,135.2,23.3,Cotton,Clayey Loam,Saturated,0,1,0,0
43.0,0.0,83.7,16.6,25.5,2.9,44.8,Pulses,Red Soil,Critical Deficit,1,0,1,0
37.7,3.5,96.2,25.2,8.3,53.6,37.5,Sugarcane,Clayey Loam,Low / Moderate Deficit,0,0,0,0
27.5,0.0,48.1,27.7,6.0,50.1,27.1,Soybean,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
31.5,0.0,53.6,19.1,5.9,57.3,33.0,Cotton,Sandy Loam,Low / Moderate Deficit,1,0,0,0
29.2,0.0,45.2,18.6,9.3,0.3,29.3,Paddy,Clayey Loam,Critical Deficit,1,0,0,0
36.2,0.0,56.6,25.8,0.8,81.8,36.7,Wheat,Clayey Loam,Adequate,0,0,0,0
23.5,0.0,45.7,55.2,4.9,150.0,24.9,Cotton,Red Soil,Saturated,0,0,0,0
26.1,9.9,68.1,22.1,0.2,81.8,25.5,Pulses,Sandy Loam,Adequate,0,0,0,0
34.6,0.0,57.1,11.8,2.0,4.0,32.9,Maize,Clayey Loam,Critical Deficit,1,0,0,0
24.2,0.0,49.4,26.0,0.2,52.3,27.0,Pulses,Red Soil,Low / Moderate Deficit,0,0,0,0
35.4,0.0,54.8,54.0,0.3,95.2,36.8,Soybean,Red Soil,Saturated,0,0,0,0
37.3,0.0,74.4,17.3,26.9,3.9,39.5,Paddy,Red Soil,Critical Deficit,1,0,0,0
38.3,0.0,45.5,36.1,0.1,82.7,37.5,Sugarcane,Black Soil,Adequate,0,0,1,0
23.2,5.7,44.8,17.7,1.8,14.1,23.7,Wheat,Red Soil,Critical Deficit,1,0,0,0
27.0,0.0,65.6,30.3,4.5,37.0,28.6,Sugarcane,Alluvial Soil,Adequate,0,0,0,0
28.3,31.5,71.0,21.9,0.1,77.5,29.4,Soybean,Alluvial Soil,Adequate,0,0,0,0
26.7,0.0,57.0,32.9,0.6,51.3,24.2,Cotton,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
25.5,0.0,65.0,55.2,0.5,123.3,28.7,Cotton,Red Soil,Saturated,0,0,0,0
31.9,0.0,64.5,20.3,2.0,5.3,33.0,Soybean,Red Soil,Critical Deficit,1,0,0,0
33.5,0.0,74.6,17.4,49.2,12.3,34.7,Maize,Red Soil,Critical Deficit,1,0,0,0
36.5,0.0,52.4,29.3,10.6,39.5,37.6,Wheat,Black Soil,Adequate,0,0,1,0
24.1,7.5,69.5,30.0,2.9,66.1,22.5,Maize,Black Soil,Adequate,0,0,0,0
30.3,0.0,64.4,19.9,1.7,80.5,30.5,Soybean,Alluvial Soil,Adequate,0,0,0,0
29.1,0.0,80.9,49.7,6.2,220.5,29.9,Mustard,Black Soil,Saturated,0,0,0,0
31.1,0.0,76.4,35.8,8.3,47.4,32.7,Sugarcane,Black Soil,Adequate,0,0,0,0
24.0,0.0,84.8,25.8,20.7,45.4,24.4,Paddy,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
24.3,40.8,48.0,25.2,60.8,29.9,23.2,Cotton,Clayey Loam,Low / Moderate Deficit,0,0,0,1
26.0,0.0,53.6,27.2,3.4,47.6,27.9,Soybean,Alluvial Soil,Low / Moderate Deficit,0,0,0,0
21.4,0.0,69.5,22.5,0.7,63.6,21.7,Maize,Red Soil,Adequate,0,0,0,0
32.0,6.9,73.9,36.7,38.8,43.3,31.3,Sugarcane,Black Soil,Adequate,0,0,0,0
23.6,0.0,71.8,34.8,16.2,56.0,25.1,Cotton,Red Soil,Adequate,0,0,0,0
29.6,0.0,45.0,40.3,0.2,63.0,30.4,Sugarcane,Black Soil,Low / Moderate Deficit,0,0,0,0
22.9,0.0,47.3,37.4,3.2,68.1,22.6,Cotton,Black Soil,Adequate,0,0,0,0
35.1,0.0,46.2,20.1,4.2,59.1,34.7,Sugarcane,Sandy Loam,Adequate,0,0,0,0
25.5,0.0,72.4,30.9,15.0,22.1,27.8,Sugarcane,Black Soil,Low / Moderate Deficit,0,0,0,0
33.4,0.0,45.2,15.0,0.0,10.2,36.0,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
34.2,0.0,64.5,17.5,0.1,8.2,34.2,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
41.6,0.0,54.5,18.7,0.1,12.8,41.4,Sugarcane,Clayey Loam,Critical Deficit,1,0,1,0
38.0,0.0,73.6,25.1,16.2,42.8,38.2,Cotton,Sandy Loam,Adequate,0,0,1,0
25.3,0.0,40.7,25.2,6.9,50.9,28.2,Soybean,Alluvial Soil,Adequate,0,0,0,0
37.5,0.0,29.8,24.7,3.0,68.6,37.3,Cotton,Sandy Loam,Adequate,0,0,1,0
40.7,0.0,98.0,18.8,6.5,79.2,42.0,Sugarcane,Sandy Loam,Adequate,0,0,1,0
35.4,0.0,49.0,21.3,4.4,30.8,31.9,Soybean,Sandy Loam,Low / Moderate Deficit,1,0,0,0
25.7,0.0,90.0,56.0,14.0,115.8,25.6,Maize,Alluvial Soil,Saturated,0,0,0,0
24.9,0.0,52.0,20.8,0.0,22.1,23.2,Pulses,Clayey Loam,Adequate,0,0,0,0
31.2,0.0,44.8,14.4,8.7,4.4,30.9,Sugarcane,Sandy Loam,Critical Deficit,1,0,0,0
37.3,7.0,74.1,13.6,9.2,5.8,39.8,Pulses,Red Soil,Critical Deficit,1,0,0,0
18.9,0.0,54.3,35.8,5.8,23.8,17.6,Cotton,Clayey Loam,Low / Moderate Deficit,0,0,0,0
30.5,0.0,53.7,25.7,4.1,27.3,33.2,Mustard,Sandy Loam,Adequate,0,0,0,0
28.6,0.0,71.4,11.4,11.4,10.5,27.7,Paddy,Sandy Loam,Critical Deficit,1,0,0,0
25.0,0.0,58.9,39.9,4.7,80.0,26.8,Sugarcane,Sandy Loam,Adequate,0,0,0,0
41.6,0.0,45.7,27.4,6.0,67.8,43.0,Sugarcane,Red Soil,Adequate,0,0,1,0
21.2,0.0,64.4,31.2,1.8,40.8,23.2,Wheat,Sandy Loam,Adequate,0,0,0,0
30.7,10.5,73.1,16.0,12.4,1.9,29.8,Cotton,Red Soil,Critical Deficit,1,0,0,0
29.0,66.5,62.0,14.7,6.0,13.7,27.4,Cotton,Sandy Loam,Critical Deficit,1,0,0,1
31.3,0.0,53.6,17.7,0.3,5.2,32.3,Pulses,Clayey Loam,Critical Deficit,1,0,0,0
27.9,0.0,42.5,24.3,1.4,63.5,26.9,Maize,Sandy Loam,Adequate,0,0,0,0
23.4,14.3,67.9,34.5,26.9,69.7,24.2,Soybean,Black Soil,Low / Moderate Deficit,0,0,0,0
38.3,0.7,85.7,18.0,30.2,37.3,41.1,Maize,Red Soil,Low / Moderate Deficit,1,0,1,0
29.9,0.0,74.3,35.0,7.4,52.0,30.0,Mustard,Sandy Loam,Low / Moderate Deficit,0,0,0,0
31.6,0.0,67.1,50.5,0.8,186.9,32.2,Maize,Black Soil,Saturated,0,0,0,0
35.6,0.0,58.1,16.0,4.6,14.4,31.0,Maize,Sandy Loam,Critical Deficit,1,0,0,0
33.7,8.4,90.9,50.8,20.8,243.6,35.8,Maize,Sandy Loam,Saturated,0,1,0,0
38.5,0.0,58.8,48.0,0.3,71.8,41.3,Cotton,Black Soil,Adequate,0,0,1,0
40.2,0.0,75.4,26.1,71.4,30.5,43.0,Cotton,Sandy Loam,Adequate,0,0,1,1
35.0,0.0,84.7,13.9,14.0,2.4,35.7,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
28.9,0.0,31.8,20.9,2.6,79.8,27.5,Mustard,Red Soil,Low / Moderate Deficit,1,0,0,0
16.7,0.0,46.8,13.1,3.5,11.8,18.1,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
27.0,0.0,44.6,48.6,0.7,161.4,24.4,Maize,Sandy Loam,Saturated,0,0,0,0
31.5,0.0,75.4,28.9,9.8,49.0,29.5,Paddy,Alluvial Soil,Adequate,0,0,0,0
26.6,0.0,32.1,17.0,4.6,3.5,27.2,Cotton,Black Soil,Critical Deficit,1,0,0,0
22.8,0.0,57.5,26.4,5.8,52.4,24.1,Soybean,Clayey Loam,Adequate,0,0,0,0
38.2,0.0,55.3,50.8,11.0,244.0,39.2,Wheat,Clayey Loam,Saturated,0,0,1,0
34.2,4.8,73.2,19.9,81.9,74.6,34.2,Soybean,Black Soil,Low / Moderate Deficit,1,0,0,1
22.0,0.0,41.6,40.8,1.6,47.2,23.5,Soybean,Black Soil,Adequate,0,0,0,0
39.9,14.6,73.1,34.3,8.1,79.2,41.7,Paddy,Red Soil,Adequate,0,0,1,0
24.5,6.1,42.0,16.3,0.2,2.6,25.1,Cotton,Black Soil,Critical Deficit,1,0,0,0
23.4,0.0,42.7,30.0,7.3,72.4,27.4,Maize,Sandy Loam,Adequate,0,0,0,0
41.3,0.0,59.4,33.8,0.5,71.2,42.1,Paddy,Black Soil,Adequate,0,0,1,0
33.2,0.0,65.1,27.4,8.0,25.2,32.8,Wheat,Black Soil,Low / Moderate Deficit,0,0,0,0
25.2,0.0,65.9,23.0,2.9,25.3,25.0,Paddy,Alluvial Soil,Adequate,0,0,0,0
29.0,0.0,48.5,18.0,2.6,40.4,32.9,Maize,Alluvial Soil,Low / Moderate Deficit,1,0,0,0
35.1,18.0,44.4,28.1,10.8,43.7,35.7,Maize,Sandy Loam,Low / Moderate Deficit,0,0,0,0
19.1,0.0,40.4,27.3,6.7,77.9,17.6,Maize,Alluvial Soil,Adequate,0,0,0,0
32.6,0.0,52.0,40.7,7.7,25.5,33.6,Cotton,Black Soil,Low / Moderate Deficit,0,0,0,0
39.2,0.9,76.4,19.9,38.4,69.6,38.8,Sugarcane,Sandy Loam,Low / Moderate Deficit,1,0,1,0
32.7,0.0,92.8,12.9,41.9,14.1,32.4,Pulses,Sandy Loam,Critical Deficit,1,0,0,1
19.6,0.0,71.1,20.0,28.5,6.2,16.5,Paddy,Clayey Loam,Critical Deficit,1,0,0,0
32.2,0.0,66.2,15.0,3.8,1.7,33.8,Paddy,Black Soil,Critical Deficit,1,0,0,0
32.9,0.0,48.2,14.6,0.7,11.9,34.0,Sugarcane,Red Soil,Critical Deficit,1,0,0,0
35.9,66.2,52.1,36.8,26.1,28.0,34.3,Paddy,Sandy Loam,Adequate,0,1,0,1
34.7,0.0,43.2,51.4,3.2,246.8,32.5,Maize,Black Soil,Saturated,0,0,0,0
39.9,0.0,94.6,14.8,17.4,6.2,40.5,Sugarcane,Red Soil,Critical Deficit,1,0,1,0
28.2,0.0,76.4,47.0,15.4,93.7,29.4,Cotton,Clayey Loam,Saturated,0,1,0,0
35.7,0.0,45.9,22.1,7.5,48.5,36.1,Cotton,Red Soil,Adequate,0,0,0,0
35.4,0.0,28.3,55.1,7.6,164.6,37.1,Wheat,Clayey Loam,Saturated,0,0,0,0
30.7,45.4,78.2,28.1,16.8,78.4,30.2,Pulses,Red Soil,Adequate,0,0,0,1
26.4,0.0,49.9,25.0,0.8,51.7,26.1,Pulses,Sandy Loam,Adequate,0,0,0,0
35.5,67.3,56.3,11.3,24.5,4.5,35.8,Sugarcane,Red Soil,Critical Deficit,1,0,0,1
25.2,0.0,61.8,28.5,4.7,29.6,25.4,Soybean,Clayey Loam,Low / Moderate Deficit,0,0,0,0
33.7,50.5,98.0,16.4,25.8,9.2,32.9,Maize,Red Soil,Critical Deficit,1,0,0,1
23.6,0.0,34.8,18.3,1.2,3.0,26.1,Soybean,Red Soil,Critical Deficit,1,0,0,0
40.5,0.0,70.3,23.7,9.3,57.0,40.8,Wheat,Sandy Loam,Adequate,0,0,1,0
34.1,0.0,47.2,14.9,6.6,5.8,35.5,Cotton,Clayey Loam,Critical Deficit,1,0,0,0
23.1,0.0,63.7,26.2,3.1,39.9,23.9,Wheat,Red Soil,Adequate,0,0,0,0
30.4,0.0,62.7,37.4,5.7,72.8,30.1,Wheat,Clayey Loam,Adequate,0,0,0,0
23.5,0.0,58.4,31.1,3.4,42.1,24.7,Pulses,Black Soil,Adequate,0,0,0,0
27.2,0.0,87.9,20.2,50.6,27.1,24.5,Sugarcane,Clayey Loam,Low / Moderate Deficit,1,0,0,1
26.0,7.0,86.4,18.0,5.4,39.2,27.9,Paddy,Clayey Loam,Low / Moderate Deficit,1,0,0,0
